StudentLevel,Department,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
Undergraduate,Business,2025-02-05,15.14,3,Homework Help,4,Idea Drafted,False,3.1,Wednesday,False,0.2,0.03,18,7,0.42
Undergraduate,History,2025-01-02,24.6,5,Writing,5,Confused,False,5.0,Thursday,False,0.2,0.05,20,5,0.22
High School,Engineering,2025-05-09,16.7,11,Studying,3,Gave Up,True,3.7,Friday,False,0.21,0.11,18,33,0.45
Undergraduate,Biology,2025-04-21,24.95,6,Writing,3,Confused,True,2.6,Monday,False,0.2,0.06,21,27,0.17
Undergraduate,Engineering,2024-07-31,40.97,8,Studying,2,Assignment Completed,True,2.1,Wednesday,Unknown,0.2,0.08,19,41,0.33
High School,Engineering,2024-09-20,18.5,5,Coding,3,Confused,False,2.5,Friday,False,0.27,0.05,16,98,0.05
Graduate,Engineering,2024-12-17,31.03,9,Writing,3,Idea Drafted,True,2.8,Tuesday,False,0.29,0.09,33,76,0.32
Graduate,Computer Science,2024-08-09,4.73,1,Writing,5,Assignment Completed,True,5.0,Friday,Unknown,0.21,0.01,24,84,0.11
Undergraduate,Engineering,2024-08-18,38.15,12,Writing,4,Gave Up,False,4.0,Sunday,True,0.31,0.12,20,58,0.17
Graduate,Unknown,2024-10-08,4.93,1,Coding,2,Confused,False,2.5,Tuesday,False,0.2,0.01,30,21,0.12
Undergraduate,Psychology,2024-09-06,24.71,6,Writing,3,Assignment Completed,False,2.2,Friday,False,0.24,0.06,20,17,0.14
Undergraduate,Biology,2024-09-06,10.24,2,Studying,4,Assignment Completed,True,3.1,Thursday,False,0.2,0.02,21,50,0.09
Undergraduate,Unknown,2025-06-22,7.57,1,Writing,4,Idea Drafted,False,4.7,Sunday,True,0.13,0.01,18,36,0.08
Undergraduate,Engineering,2024-11-10,9.5,4,Studying,5,Assignment Completed,True,4.8,Sunday,True,0.42,0.04,22,16,0.32
Undergraduate,Biology,2025-01-23,3.28,1,Writing,4,Assignment Completed,True,3.4,Friday,False,0.3,0.01,22,50,0.45
High School,History,2024-10-28,13.95,3,Homework Help,4,Confused,True,3.2,Monday,False,0.2,0.01,15,90,0.01
Undergraduate,Psychology,2025-01-19,12.31,3,Writing,4,Assignment Completed,True,3.4,Sunday,True,0.24,0.03,18,53,0.46
Undergraduate,Engineering,2024-11-13,5.98,1,Homework Help,2,Gave Up,True,1.0,Wednesday,False,0.17,0.01,23,51,0.35
Graduate,Business,2024-11-13,2.35,1,Homework Help,2,Assignment Completed,False,1.6,Thursday,False,0.43,0.01,33,66,0.43
Graduate,Biology,2024-10-21,31.87,4,Writing,4,Idea Drafted,False,3.7,Monday,False,0.22,0.07,24,2,0.09
Undergraduate,Engineering,2024-10-21,11.0,3,Studying,5,Assignment Completed,True,4.2,Wednesday,False,0.2,0.03,18,17,0.14
Undergraduate,Biology,2025-06-17,31.51,6,Homework Help,4,Gave Up,False,4.5,Tuesday,False,0.19,0.06,19,45,0.37
Undergraduate,Math,2025-06-17,12.59,3,Writing,3,Assignment Completed,False,2.6,Tuesday,False,0.24,0.03,18,72,0.34
Undergraduate,Biology,2025-06-17,16.7,2,Coding,2,Assignment Completed,True,1.4,Saturday,True,0.19,0.02,22,51,0.49
Undergraduate,Psychology,2025-05-18,24.99,5,Studying,5,Gave Up,False,4.2,Sunday,Unknown,0.2,0.05,23,43,0.27
Undergraduate,Business,2024-10-02,14.46,6,Homework Help,4,Assignment Completed,True,4.1,Wednesday,False,0.41,0.06,20,23,0.09
Graduate,Math,2025-06-24,15.95,7,Coding,4,Idea Drafted,True,4.0,Tuesday,False,0.44,0.07,18,72,0.49
Undergraduate,Engineering,2025-06-24,12.83,4,Studying,4,Assignment Completed,True,4.3,Tuesday,False,0.31,0.04,23,32,0.31
Undergraduate,History,2025-06-03,0.64,1,Writing,4,Assignment Completed,True,4.1,Tuesday,False,1.56,0.01,20,57,0.2
Undergraduate,Math,2025-04-08,28.12,9,Coding,3,Assignment Completed,True,2.9,Tuesday,False,0.32,0.09,21,83,0.23
Undergraduate,Math,2025-04-08,20.64,5,Research,3,Idea Drafted,True,2.3,Tuesday,False,0.24,0.05,18,19,0.36
Undergraduate,Business,2024-08-23,20.24,4,Writing,3,Idea Drafted,True,3.5,Friday,False,0.2,0.04,22,72,0.43
Undergraduate,History,2024-08-23,12.9,2,Writing,4,Assignment Completed,True,3.7,Wednesday,False,0.16,0.02,22,35,0.25
Undergraduate,Business,2024-08-17,8.44,1,Writing,4,Idea Drafted,True,4.3,Saturday,True,0.12,0.01,21,34,0.36
High School,Business,2024-08-17,5.78,1,Writing,2,Gave Up,True,1.0,Saturday,True,0.17,0.01,14,59,0.49
High School,Engineering,2025-06-20,36.03,11,Studying,4,Idea Drafted,True,2.4,Friday,False,0.31,0.11,17,51,0.33
Undergraduate,Engineering,2024-07-14,3.44,1,Brainstorming,4,Idea Drafted,True,2.9,Sunday,True,0.29,0.01,21,76,0.43
Undergraduate,Unknown,2024-07-14,45.8,15,Writing,4,Assignment Completed,False,3.5,Thursday,False,0.2,0.01,18,54,0.35
Undergraduate,Psychology,2024-07-14,10.93,4,Homework Help,3,Assignment Completed,True,3.4,Saturday,True,0.46,0.05,18,21,0.22
High School,History,2025-02-17,25.57,6,Coding,5,Assignment Completed,True,5.0,Monday,False,0.23,0.06,17,35,0.1
Undergraduate,Unknown,2024-08-25,6.67,2,Coding,2,Confused,False,3.5,Sunday,True,0.3,0.02,23,91,0.48
Undergraduate,Engineering,2024-12-27,16.7,7,Coding,4,Assignment Completed,True,4.4,Friday,False,0.2,0.07,20,17,0.45
Undergraduate,Computer Science,2024-09-21,23.67,6,Brainstorming,3,Idea Drafted,True,1.5,Saturday,True,0.25,0.06,22,81,0.05
Undergraduate,Psychology,2025-01-26,12.23,3,Studying,5,Assignment Completed,True,5.0,Sunday,True,0.25,0.03,18,8,0.07
Undergraduate,History,2025-01-26,22.13,5,Writing,4,Confused,False,4.5,Thursday,False,0.23,0.05,23,37,0.19
Undergraduate,Unknown,2024-10-09,23.21,6,Writing,3,Idea Drafted,True,2.4,Wednesday,False,0.26,0.06,22,51,0.48
Undergraduate,Biology,2024-08-27,35.14,7,Writing,4,Assignment Completed,True,3.8,Tuesday,False,0.2,0.07,23,55,0.38
Undergraduate,Computer Science,2025-02-11,12.92,2,Homework Help,5,Assignment Completed,True,5.0,Tuesday,False,0.15,0.02,21,27,0.25
Undergraduate,Engineering,2025-02-19,43.53,14,Writing,3,Assignment Completed,True,3.0,Wednesday,Unknown,0.32,0.14,19,91,0.42
Undergraduate,Business,2024-07-17,24.43,5,Homework Help,3,Assignment Completed,True,3.4,Wednesday,False,0.2,0.05,20,67,0.14
Undergraduate,Business,2024-07-17,17.37,5,Homework Help,3,Gave Up,False,4.2,Friday,Unknown,0.29,0.05,22,40,0.23
Undergraduate,Math,2025-03-30,17.37,7,Homework Help,4,Assignment Completed,True,3.2,Sunday,Unknown,0.4,0.07,18,20,0.23
Undergraduate,Computer Science,2025-03-31,24.79,9,Writing,3,Gave Up,True,4.0,Monday,False,0.36,0.09,19,82,0.07
Graduate,Biology,2024-07-27,31.23,8,Studying,3,Assignment Completed,True,4.2,Saturday,True,0.2,0.08,31,35,0.25
High School,Engineering,2024-12-08,17.78,6,Coding,4,Gave Up,True,4.2,Sunday,True,0.34,0.06,15,9,0.39
Undergraduate,Unknown,2024-12-06,18.6,4,Brainstorming,4,Idea Drafted,True,3.5,Friday,False,0.22,0.04,21,98,0.46
Undergraduate,Computer Science,2024-12-06,38.73,8,Coding,5,Assignment Completed,True,5.0,Saturday,True,0.21,0.08,20,30,0.25
Undergraduate,Unknown,2025-02-08,9.94,3,Homework Help,4,Assignment Completed,True,3.4,Saturday,True,0.2,0.03,23,83,0.22
Undergraduate,History,2024-07-02,16.57,4,Studying,2,Assignment Completed,True,1.0,Tuesday,False,0.24,0.04,18,90,0.04
Undergraduate,Unknown,2024-12-01,17.96,4,Coding,3,Assignment Completed,True,3.3,Sunday,True,0.22,0.04,22,82,0.45
Undergraduate,Engineering,2024-12-01,9.24,2,Writing,3,Idea Drafted,False,2.9,Friday,False,0.22,0.02,23,66,0.06
High School,Math,2024-08-13,9.19,1,Coding,3,Assignment Completed,True,3.5,Tuesday,False,0.11,0.01,17,27,0.43
Undergraduate,History,2024-08-12,39.82,8,Homework Help,3,Assignment Completed,True,3.4,Monday,False,0.2,0.08,22,51,0.08
High School,Unknown,2025-05-23,9.33,2,Research,4,Idea Drafted,False,4.2,Friday,False,0.21,0.02,15,15,0.21
Undergraduate,Biology,2025-05-23,3.05,1,Writing,3,Idea Drafted,False,3.5,Friday,False,0.33,0.01,19,10,0.19
Undergraduate,Math,2025-01-16,27.29,5,Studying,2,Assignment Completed,True,1.0,Friday,False,0.18,0.05,18,14,0.2
Undergraduate,Unknown,2025-03-03,2.96,1,Coding,5,Assignment Completed,False,3.5,Monday,False,0.34,0.01,18,20,0.45
Undergraduate,Engineering,2025-06-08,4.54,1,Writing,3,Idea Drafted,True,4.0,Sunday,True,0.22,0.01,18,44,0.13
Graduate,Engineering,2024-08-04,16.7,4,Studying,3,Assignment Completed,True,3.0,Sunday,True,0.17,0.04,34,26,0.2
Undergraduate,Engineering,2024-11-03,2.53,1,Research,3,Idea Drafted,True,3.5,Sunday,True,0.4,0.01,23,26,0.35
Undergraduate,Math,2024-11-03,13.72,2,Writing,3,Confused,True,4.6,Saturday,True,0.15,0.02,20,27,0.04
Undergraduate,Math,2024-11-03,24.6,4,Writing,2,Idea Drafted,True,2.7,Thursday,False,0.2,0.05,18,71,0.04
Undergraduate,Computer Science,2024-11-03,18.3,4,Brainstorming,1,Idea Drafted,True,1.0,Sunday,Unknown,0.22,0.04,20,11,0.21
Graduate,Math,2024-08-24,1.87,1,Writing,4,Idea Drafted,True,4.1,Saturday,True,0.53,0.01,28,88,0.28
High School,Psychology,2025-05-31,10.36,2,Studying,4,Confused,False,5.0,Saturday,True,0.19,0.02,18,34,0.18
Undergraduate,Math,2025-03-16,37.86,12,Homework Help,3,Gave Up,False,3.2,Sunday,True,0.32,0.12,21,58,0.19
Undergraduate,Business,2025-02-24,31.32,6,Homework Help,4,Assignment Completed,True,3.1,Friday,False,0.19,0.06,19,3,0.07
Undergraduate,History,2024-06-26,10.07,2,Homework Help,5,Idea Drafted,True,5.0,Wednesday,False,0.2,0.02,21,44,0.46
Undergraduate,Computer Science,2024-09-18,33.73,9,Studying,3,Assignment Completed,True,3.4,Wednesday,False,0.27,0.09,18,54,0.29
High School,Math,2025-03-23,16.7,3,Studying,1,Idea Drafted,True,1.0,Sunday,True,0.18,0.03,18,44,0.01
Undergraduate,Computer Science,2025-03-26,31.15,8,Studying,3,Idea Drafted,False,2.5,Wednesday,False,0.26,0.08,23,86,0.36
Graduate,Psychology,2025-05-26,31.63,11,Brainstorming,4,Idea Drafted,True,4.2,Monday,False,0.35,0.11,22,23,0.4
High School,Business,2025-05-26,11.1,2,Coding,2,Confused,False,2.1,Saturday,True,0.18,0.02,17,100,0.46
Undergraduate,History,2024-07-06,12.32,5,Studying,3,Idea Drafted,False,4.5,Saturday,True,0.41,0.05,20,51,0.16
High School,Engineering,2024-09-28,36.49,8,Homework Help,3,Gave Up,True,3.5,Saturday,True,0.22,0.08,17,64,0.36
Undergraduate,History,2024-07-16,10.96,3,Homework Help,2,Idea Drafted,True,1.0,Tuesday,False,0.27,0.03,18,6,0.43
Graduate,History,2024-07-16,16.7,14,Research,4,Assignment Completed,False,3.6,Sunday,True,0.2,0.14,22,88,0.17
Undergraduate,Unknown,2024-06-30,28.7,6,Writing,4,Assignment Completed,True,4.0,Sunday,True,0.21,0.06,17,87,0.15
Graduate,Math,2025-02-18,29.41,9,Brainstorming,3,Assignment Completed,True,1.1,Tuesday,False,0.31,0.09,32,5,0.13
Undergraduate,History,2024-11-12,45.97,10,Writing,4,Assignment Completed,True,4.1,Tuesday,False,0.22,0.1,18,93,0.25
Undergraduate,Computer Science,2024-11-12,19.2,9,Research,4,Idea Drafted,True,3.3,Wednesday,False,0.47,0.09,19,93,0.1
Undergraduate,Math,2024-11-12,5.48,1,Writing,5,Idea Drafted,True,5.0,Tuesday,False,0.18,0.01,21,51,0.44
Undergraduate,Engineering,2024-11-12,35.92,11,Studying,4,Confused,True,3.5,Thursday,False,0.31,0.11,18,100,0.16
Undergraduate,Math,2025-01-02,1.48,1,Homework Help,4,Idea Drafted,True,2.8,Thursday,False,0.68,0.01,23,72,0.33
Undergraduate,Business,2025-01-02,14.95,6,Studying,4,Assignment Completed,False,3.5,Wednesday,False,0.4,0.06,19,91,0.38
Undergraduate,Engineering,2025-01-02,8.57,1,Homework Help,4,Assignment Completed,True,5.0,Saturday,True,0.2,0.01,23,62,0.08
Undergraduate,Computer Science,2025-04-18,17.62,3,Coding,3,Assignment Completed,True,2.8,Friday,False,0.17,0.03,22,7,0.47
Undergraduate,Math,2025-02-27,20.48,6,Writing,4,Assignment Completed,True,4.2,Thursday,False,0.29,0.01,21,84,0.25
High School,Business,2024-12-16,9.5,1,Homework Help,3,Assignment Completed,False,3.5,Monday,False,0.11,0.01,18,74,0.34
Undergraduate,Computer Science,2024-12-16,8.75,2,Research,3,Idea Drafted,True,1.9,Thursday,False,0.23,0.02,22,76,0.28
Graduate,Unknown,2025-06-05,16.7,1,Coding,3,Idea Drafted,True,1.9,Thursday,False,0.24,0.01,28,14,0.26
Undergraduate,History,2025-04-25,16.7,7,Coding,5,Assignment Completed,True,3.8,Friday,False,0.24,0.07,21,27,0.48
Undergraduate,Biology,2024-10-21,4.61,4,Coding,4,Idea Drafted,True,4.0,Monday,Unknown,0.22,0.01,19,78,0.11
Undergraduate,Psychology,2025-02-20,10.03,2,Writing,4,Assignment Completed,False,4.4,Thursday,False,0.2,0.02,20,25,0.01
Undergraduate,Business,2025-02-20,5.11,1,Studying,4,Idea Drafted,False,3.5,Friday,False,0.2,0.01,16,58,0.47
Undergraduate,Computer Science,2024-11-15,11.95,4,Studying,3,Assignment Completed,True,1.2,Friday,False,0.25,0.03,22,56,0.25
Undergraduate,History,2024-11-15,14.99,7,Brainstorming,4,Idea Drafted,True,5.0,Thursday,False,0.47,0.07,18,51,0.21
Graduate,Engineering,2025-02-08,12.94,3,Homework Help,4,Assignment Completed,True,4.4,Saturday,True,0.23,0.03,27,51,0.15
Undergraduate,History,2025-02-08,2.06,1,Writing,3,Assignment Completed,True,1.7,Thursday,False,0.49,0.01,22,38,0.5
Undergraduate,Biology,2025-04-22,24.34,10,Homework Help,4,Gave Up,False,5.0,Friday,False,0.2,0.1,20,25,0.37
Undergraduate,Computer Science,2024-11-06,22.06,11,Homework Help,5,Assignment Completed,False,4.1,Wednesday,False,0.2,0.11,19,46,0.27
High School,Business,2024-11-15,1.62,1,Studying,2,Assignment Completed,True,1.9,Friday,False,0.62,0.01,17,29,0.3
Undergraduate,History,2024-10-12,4.41,1,Homework Help,3,Assignment Completed,False,3.2,Saturday,True,0.23,0.01,14,7,0.29
Undergraduate,History,2024-12-06,20.5,5,Coding,4,Assignment Completed,False,3.9,Friday,False,0.24,0.05,19,22,0.24
Graduate,Biology,2025-05-17,31.59,11,Coding,2,Assignment Completed,True,1.0,Saturday,True,0.2,0.11,22,51,0.31
Undergraduate,Biology,2024-08-29,11.98,3,Coding,5,Assignment Completed,True,4.6,Thursday,False,0.25,0.03,18,61,0.29
Undergraduate,Computer Science,2024-09-27,9.51,3,Writing,3,Gave Up,False,2.8,Friday,False,0.32,0.03,19,91,0.29
Undergraduate,Unknown,2024-09-27,15.82,5,Brainstorming,4,Assignment Completed,False,3.5,Sunday,True,0.32,0.05,21,57,0.28
Graduate,History,2024-09-27,35.4,14,Writing,4,Assignment Completed,True,3.8,Friday,False,0.4,0.14,26,48,0.42
Undergraduate,History,2024-09-27,8.35,2,Coding,5,Assignment Completed,True,3.4,Friday,False,0.24,0.02,23,62,0.01
Graduate,Biology,2024-08-04,16.7,14,Writing,2,Assignment Completed,True,2.0,Friday,True,0.4,0.14,22,67,0.43
Graduate,Psychology,2024-08-16,9.44,3,Writing,4,Idea Drafted,True,4.1,Friday,False,0.32,0.03,27,97,0.44
Undergraduate,History,2025-05-14,30.3,10,Studying,4,Gave Up,True,4.3,Wednesday,False,0.33,0.1,21,95,0.35
High School,Computer Science,2025-05-04,16.7,11,Studying,4,Confused,True,4.3,Sunday,True,0.25,0.11,14,7,0.31
High School,Unknown,2024-09-29,3.25,1,Studying,3,Idea Drafted,False,3.4,Sunday,True,0.31,0.01,17,68,0.38
Undergraduate,History,2024-12-20,11.17,2,Studying,2,Assignment Completed,True,2.7,Friday,False,0.18,0.02,19,78,0.12
Graduate,Unknown,2024-12-09,4.97,1,Brainstorming,2,Idea Drafted,True,2.2,Monday,False,0.2,0.01,32,95,0.22
Undergraduate,Unknown,2024-12-09,12.0,4,Writing,2,Idea Drafted,True,1.0,Tuesday,False,0.33,0.04,20,36,0.08
Undergraduate,Computer Science,2024-08-05,7.69,4,Studying,4,Gave Up,False,3.9,Monday,False,0.26,0.02,20,57,0.34
Undergraduate,History,2024-07-11,3.26,1,Homework Help,2,Idea Drafted,True,3.5,Thursday,False,0.31,0.01,18,98,0.28
Graduate,Engineering,2025-01-25,21.35,4,Coding,4,Assignment Completed,True,5.0,Saturday,True,0.19,0.04,33,52,0.27
High School,Biology,2025-01-25,17.85,8,Homework Help,5,Assignment Completed,True,5.0,Wednesday,False,0.45,0.08,14,11,0.33
Graduate,Biology,2025-04-18,16.7,1,Coding,4,Assignment Completed,False,3.8,Friday,False,0.26,0.01,34,28,0.02
High School,Psychology,2024-08-09,2.94,1,Writing,3,Assignment Completed,False,3.2,Friday,False,0.2,0.01,14,10,0.4
Undergraduate,Unknown,2025-04-29,21.75,4,Studying,4,Confused,False,3.9,Tuesday,False,0.18,0.04,21,84,0.19
Undergraduate,Psychology,2025-04-24,5.93,1,Coding,3,Assignment Completed,True,3.6,Thursday,False,0.17,0.01,22,58,0.08
Undergraduate,Biology,2025-01-09,30.79,11,Homework Help,4,Idea Drafted,True,3.5,Thursday,False,0.36,0.11,19,40,0.04
Undergraduate,Biology,2024-08-10,11.95,3,Coding,4,Idea Drafted,True,2.3,Saturday,True,0.25,0.03,18,67,0.4
Undergraduate,Math,2024-07-09,28.67,4,Brainstorming,3,Assignment Completed,True,3.5,Friday,False,0.42,0.12,21,88,0.47
Graduate,Business,2024-09-12,2.38,1,Writing,5,Confused,True,4.8,Thursday,False,0.2,0.01,30,48,0.16
High School,Computer Science,2024-09-12,43.7,10,Writing,4,Assignment Completed,True,3.9,Thursday,False,0.2,0.1,16,67,0.35
Undergraduate,Math,2025-05-03,23.05,5,Writing,5,Idea Drafted,True,5.0,Saturday,True,0.22,0.05,19,69,0.05
Undergraduate,Psychology,2025-06-12,46.4,9,Studying,4,Idea Drafted,True,3.2,Thursday,False,0.19,0.09,20,64,0.48
Undergraduate,Psychology,2025-04-06,16.7,6,Coding,4,Idea Drafted,True,4.4,Sunday,True,0.27,0.06,18,5,0.37
Undergraduate,Unknown,2025-04-27,35.5,8,Homework Help,3,Assignment Completed,True,2.9,Sunday,True,0.23,0.08,21,14,0.43
Graduate,Computer Science,2025-01-25,16.7,6,Homework Help,4,Idea Drafted,True,5.0,Saturday,True,0.42,0.06,23,62,0.09
Undergraduate,Unknown,2025-01-25,16.7,5,Writing,5,Assignment Completed,True,5.0,Saturday,True,0.34,0.01,18,20,0.43
High School,Business,2024-08-01,39.99,11,Brainstorming,4,Assignment Completed,False,3.9,Thursday,False,0.28,0.11,17,31,0.33
Undergraduate,Math,2024-08-01,19.14,5,Coding,4,Assignment Completed,True,3.3,Sunday,True,0.26,0.05,19,41,0.08
High School,Business,2024-11-25,39.76,14,Research,3,Assignment Completed,True,3.2,Monday,Unknown,0.35,0.14,16,48,0.2
High School,Biology,2024-10-09,11.69,4,Coding,2,Assignment Completed,False,3.0,Wednesday,False,0.2,0.04,14,89,0.17
High School,Engineering,2025-04-16,43.23,20,Brainstorming,5,Idea Drafted,True,3.8,Wednesday,False,0.46,0.2,15,58,0.41
Graduate,Business,2024-07-28,19.47,4,Writing,4,Assignment Completed,True,3.6,Sunday,True,0.2,0.04,23,85,0.41
High School,Computer Science,2024-12-30,26.03,11,Homework Help,3,Gave Up,False,4.1,Monday,False,0.42,0.11,16,91,0.13
Undergraduate,Psychology,2024-12-30,38.78,8,Coding,4,Assignment Completed,False,3.6,Sunday,True,0.21,0.08,22,80,0.25
Undergraduate,Math,2024-12-30,28.64,5,Studying,2,Assignment Completed,True,3.1,Thursday,False,0.17,0.05,22,67,0.02
Graduate,History,2025-01-10,11.71,5,Writing,3,Assignment Completed,False,3.5,Wednesday,False,0.2,0.05,31,78,0.25
Undergraduate,Unknown,2025-01-21,16.7,9,Homework Help,3,Assignment Completed,True,2.7,Tuesday,False,0.24,0.09,20,84,0.31
High School,Unknown,2025-01-21,10.57,3,Writing,4,Gave Up,True,3.9,Saturday,True,0.28,0.03,15,67,0.39
Undergraduate,Biology,2025-01-10,14.82,3,Writing,4,Assignment Completed,True,5.0,Friday,False,0.2,0.03,21,82,0.02
High School,Psychology,2024-07-31,5.11,2,Studying,4,Idea Drafted,True,3.4,Wednesday,False,0.39,0.02,16,68,0.22
Undergraduate,History,2025-05-05,22.75,5,Research,3,Gave Up,False,4.9,Monday,False,0.22,0.01,18,16,0.23
High School,Biology,2025-04-02,16.7,15,Coding,3,Assignment Completed,True,1.9,Wednesday,False,0.2,0.15,16,89,0.05
Undergraduate,Unknown,2024-11-13,16.86,3,Studying,4,Confused,False,3.5,Wednesday,False,0.18,0.03,22,97,0.14
Undergraduate,Math,2024-12-14,16.7,17,Coding,3,Assignment Completed,True,3.5,Saturday,True,0.32,0.17,18,26,0.33
High School,Psychology,2024-08-04,16.7,1,Homework Help,3,Idea Drafted,True,3.4,Sunday,True,0.11,0.01,18,93,0.09
High School,Psychology,2024-08-20,22.26,8,Homework Help,3,Assignment Completed,True,3.2,Tuesday,False,0.36,0.08,14,37,0.27
Undergraduate,History,2024-07-05,18.99,4,Coding,2,Assignment Completed,True,1.0,Friday,False,0.21,0.04,20,3,0.25
Graduate,Biology,2024-07-05,38.57,8,Writing,2,Idea Drafted,True,1.4,Tuesday,False,0.21,0.08,27,28,0.25
Undergraduate,Math,2025-03-30,10.7,4,Writing,4,Assignment Completed,True,4.8,Sunday,True,0.19,0.02,20,92,0.12
Undergraduate,Biology,2025-03-30,16.7,3,Writing,3,Confused,True,2.8,Monday,False,0.21,0.03,23,31,0.18
Undergraduate,Unknown,2024-11-04,7.81,1,Writing,2,Assignment Completed,True,2.0,Monday,False,0.13,0.01,18,84,0.25
Undergraduate,History,2025-03-24,0.96,1,Writing,3,Assignment Completed,True,4.2,Monday,False,1.04,0.01,22,15,0.39
Undergraduate,Unknown,2024-07-17,8.12,2,Coding,2,Assignment Completed,True,2.4,Wednesday,False,0.25,0.02,22,75,0.03
Graduate,History,2024-12-20,6.68,1,Studying,1,Assignment Completed,True,3.1,Friday,False,0.15,0.01,22,63,0.16
High School,Biology,2024-07-26,21.25,7,Writing,2,Assignment Completed,True,2.0,Friday,False,0.33,0.07,18,57,0.28
Graduate,History,2024-09-07,18.84,7,Homework Help,1,Assignment Completed,True,1.0,Saturday,True,0.37,0.07,32,34,0.38
Undergraduate,Computer Science,2025-01-07,25.62,5,Coding,2,Assignment Completed,True,3.3,Tuesday,False,0.2,0.05,20,51,0.01
Graduate,Engineering,2024-07-10,12.83,3,Coding,3,Assignment Completed,True,3.8,Wednesday,False,0.23,0.03,27,77,0.13
Undergraduate,Unknown,2024-07-10,26.93,7,Writing,3,Assignment Completed,True,3.3,Friday,Unknown,0.26,0.07,22,97,0.34
High School,Biology,2024-12-16,20.57,4,Writing,3,Idea Drafted,False,3.4,Monday,False,0.19,0.04,15,74,0.45
Undergraduate,Math,2024-12-16,16.7,7,Coding,4,Assignment Completed,True,4.8,Friday,Unknown,0.42,0.07,23,34,0.21
High School,Psychology,2024-12-16,17.26,4,Homework Help,2,Assignment Completed,True,2.1,Friday,False,0.23,0.04,14,83,0.5
Undergraduate,Unknown,2024-07-14,16.7,3,Writing,5,Idea Drafted,False,4.5,Friday,False,0.22,0.03,22,35,0.25
Graduate,Engineering,2024-07-14,33.07,7,Studying,5,Assignment Completed,True,5.0,Thursday,False,0.2,0.07,28,13,0.46
Undergraduate,History,2024-07-14,7.72,1,Coding,5,Assignment Completed,True,5.0,Saturday,True,0.13,0.01,19,59,0.24
Graduate,Psychology,2024-07-14,18.53,4,Writing,2,Idea Drafted,False,3.2,Wednesday,False,0.22,0.04,18,28,0.27
Undergraduate,Unknown,2024-07-24,30.9,6,Writing,5,Assignment Completed,True,3.5,Wednesday,False,0.19,0.06,22,15,0.4
Undergraduate,Math,2024-07-12,7.57,1,Writing,4,Confused,False,4.3,Friday,False,0.13,0.01,19,35,0.35
Undergraduate,History,2025-05-05,29.44,4,Brainstorming,4,Assignment Completed,True,4.0,Monday,False,0.27,0.08,18,42,0.42
