StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,DayOfWeek,IsWeekend,PromptsPerMinute,EstimatedSessionCost_USD,StudentAge,AcademicPressureScore,GpaImprovement
  UNDERGRADUATE  ,History,2025-06-17,21.94,5.0,Homework Help,3.0,Assignment Completed,False,2.1,tuesday,False,0.23,0.05,20.0,30.0,0.38
High School,Business,2025-04-11,34.69,13.0,Coding,1.0,Assignment Completed,False,2.0,Friday,False,0.37,,15.0,87.0,0.03
High School,Engineering,2024-08-09,9.98,2.0,Studying,2.0,Idea Drafted,True,,Friday,FALSE,0.2,0.02,18.0,96.0,0.14
  Undergraduate  ,Psychology,2024-09-29,,5.0,Writing,5.0,IDEA DRAFTED,True,5.0,Sunday,True,0.4,0.05,19.0,77.0,0.05
Undergraduate,Engineering,2025-05-17,20.71,10.0,Coding,4.0,Confused,False,2.2,Saturday,True,0.48,0.1,18.0,85.0,0.15
High School,Biology,2024-09-06,26.97,7.0,Coding,3.0,Confused,False,3.8,Friday,False,0.26,0.07,14.0,54.0,0.41
Undergraduate,Engineering,21-04-2025,41.24,9.0,Coding,4.0,Confused,False,4.0,Monday,False,0.22,0.09,23.0,16.0,0.03
Undergraduate,Math,05 Oct 2024,8.01,2.0,Writing,2.0,ASSIGNMENT COMPLETED,True,2.8,Saturday,True,0.25,0.02,20.0,,0.49
nan,Psychology,2024-11-25,,7.0,Writing,3.0,Idea Drafted,False,2.2,Monday,false,0.19,0.07,20.0,39.0,0.46
High School,Biology,2025-01-20,22.67,11.0,Writing,4.0,  Gave Up  ,False,5.0,Monday,False,0.49,0.11,17.0,87.0,0.15
Undergraduate,computer science,20-08-2024,34.17,7.0,Writing,2.0,nan,  True  ,1.0,Tuesday,False,0.2,0.07,20.0,79.0,0.49
Undergraduate,Biology,2024-09-25,,3.0,Studying,4.0,Gave Up,False,3.3,Wednesday,False,0.21,0.03,18.0,56.0,0.13
Graduate,,07-02-2025,3.36,1.0,Writing,3.0,Assignment Completed,true,2.9,friday,false,0.3,0.01,31.0,14.0,0.08
Undergraduate,Math,,18.83,8.0,Writing,3.0,Assignment Completed,true,4.2,TUESDAY,False,0.42,0.08,18.0,86.0,0.37
High School,PSYCHOLOGY,2025-04-20,11.2,2.0,STUDYING,3.0,Idea Drafted,True,4.2,Sunday,True,0.18,0.02,14.0,91.0,0.27
High School,Computer Science,2024-10-22,0.23,1.0,Brainstorming,2.0,Confused,False,1.2,tuesday,False,4.35,0.01,14.0,87.0,0.5
,Business,2025-05-20,,2.0,Homework Help,3.0,Confused,False,1.6,tuesday,False,0.23,0.02,18.0,39.0,0.27
high school,Computer Science,2025-01-07,23.76,4.0,Writing,4.0,Assignment Completed,True,2.5,Tuesday,FALSE,,0.04,17.0,54.0,0.16
High School,History,2024-10-07,29.33,10.0,Research,4.0,Idea Drafted,True,2.8,  Monday  ,FALSE,0.34,0.1,,8.0,0.21
Undergraduate,History,2025-02-22,19.03,7.0,Writing,,ASSIGNMENT COMPLETED,TRUE,4.0,,True,0.37,0.07,18.0,70.0,
Graduate,Engineering,2025-06-08,,6.0,Writing,4.0,Idea Drafted,  True  ,4.0,Sunday,True,0.22,0.06,25.0,29.0,0.24
UNDERGRADUATE,History,2024-07-09,29.64,11.0,Coding,3.0,Assignment Completed,,2.1,Tuesday,False,0.37,0.11,,75.0,0.14
High School,Biology,2025-05-21,,,Coding,4.0,,True,2.3,wednesday,False,,0.09,15.0,60.0,0.33
Undergraduate,BIOLOGY,2024-07-05,23.14,6.0,Studying,3.0,Assignment Completed,  False  ,3.6,Friday,FALSE,0.26,0.06,20.0,12.0,0.42
Graduate,History,,23.94,6.0,Studying,4.0,Assignment Completed,True,,tuesday,False,0.25,0.06,24.0,45.0,0.19
high school,Business,2024-08-26,6.1,2.0,Coding,4.0,Assignment Completed,True,4.6,Monday,False,,0.02,18.0,76.0,0.23
Graduate,Math,,9.83,3.0,Coding,2.0,nan,True,2.1,Thursday,False,0.31,0.03,22.0,99.0,0.41
Undergraduate,MATH,2025-04-12,9.81,4.0,Coding,2.0,Assignment Completed,True,1.6,Saturday,True,0.41,0.04,,60.0,0.14
  undergraduate  ,Biology,2024-09-18,1.9,1.0,Homework Help,3.0,Idea Drafted,true,2.6,Wednesday,False,0.53,0.01,22.0,5.0,0.24
Undergraduate,Psychology,2024-06-24,20.63,4.0,Homework Help,3.0,  Confused  ,false,2.4,Monday,False,0.19,0.04,19.0,23.0,0.31
,Engineering,,,3.0,Homework Help,3.0,Gave Up,false,4.0,Wednesday,False,0.39,0.03,28.0,53.0,0.25
High School,Psychology,03/10/2025,25.72,11.0,  nan  ,3.0,Idea Drafted,True,3.5,  nan  ,False,0.43,,14.0,83.0,0.22
Undergraduate,Math,2025-05-20,9.09,2.0,Brainstorming,2.0,Idea Drafted,True,2.0,  nan  ,False,0.22,0.02,23.0,35.0,0.27
Graduate,Psychology,2025/01/09,27.76,5.0,HOMEWORK HELP,2.0,Assignment Completed,,2.2,Thursday,FALSE,0.18,0.05,29.0,26.0,0.16
Graduate,history,2024-12-09,22.0,4.0,  Writing  ,2.0,Confused,True,2.3,Monday,False,0.18,0.04,25.0,17.0,0.45
High School,COMPUTER SCIENCE,2025-02-12,13.29,3.0,Studying,5.0,Idea Drafted,True,3.7,Wednesday,False,,0.03,17.0,54.0,0.28
Undergraduate,Computer Science,2024-11-22,2.07,1.0,studying,3.0,Idea Drafted,True,3.4,Friday,False,0.48,0.01,20.0,25.0,0.09
Undergraduate,Computer Science,06/11/2025,20.05,4.0,Studying,3.0,Assignment Completed,True,2.7,wednesday,  False  ,0.2,0.04,22.0,33.0,0.35
High School,Math,02-06-2025,14.65,3.0,Coding,4.0,Assignment Completed,true,,Monday,False,0.2,0.03,14.0,86.0,0.21
Graduate,History,2024-11-22,10.04,3.0,Studying,4.0,  Confused  ,False,4.5,Friday,false,0.3,0.03,24.0,72.0,0.22
Undergraduate,Psychology,  2024-07-18  ,21.65,7.0,Coding,2.0,Assignment Completed,True,1.0,Thursday,False,0.32,0.07,22.0,90.0,0.05
undergraduate,Biology,,54.39,26.0,Research,2.0,Idea Drafted,True,2.6,Monday,False,0.48,0.26,20.0,94.0,0.45
Undergraduate,Psychology,08-08-2024,37.25,560.6023102310231,Studying,3.0,Assignment Completed,True,,Thursday,FALSE,0.21,0.08,18.0,,0.44
GRADUATE,Computer Science,2025-05-13,3.3,1.0,Homework Help,4.0,Assignment Completed,FALSE,3.7,Tuesday,False,0.3,0.01,33.0,35.0,0.34
Undergraduate,Biology,2025-04-16,,4.0,,4.0,ASSIGNMENT COMPLETED,True,2.5,Wednesday,FALSE,0.26,0.04,19.0,87.0,0.16
Undergraduate,History,  2024-11-21  ,8.1,2.0,CODING,3.0,Assignment Completed,True,3.3,Thursday,False,0.25,0.02,22.0,56.0,0.42
UNDERGRADUATE,Engineering,2025-01-05,36.41,9.0,Brainstorming,4.0,Gave Up,False,4.0,sunday,True,,0.09,23.0,60.0,0.37
HIGH SCHOOL,Biology,2024-09-10,28.69,7.0,,2.0,Assignment Completed,true,2.9,tuesday,False,,0.07,,36.0,0.19
Graduate,BIOLOGY,2024-07-23,27.22,11.0,Studying,2.0,  Idea Drafted  ,false,,Tuesday,False,,0.11,,46.0,0.28
Undergraduate,History,07/25/2024,2.96,1.0,Coding,,Assignment Completed,TRUE,3.5,Thursday,False,0.34,0.01,22.0,,0.33
Graduate,Engineering,2025-03-10,36.33,8.0,Studying,4.0,Gave Up,false,5.0,,False,0.22,0.08,26.0,14.0,0.01
undergraduate,Biology,2024-09-07,8.0,1.0,  Studying  ,2.0,Assignment Completed,True,2.3,saturday,true,0.12,0.01,22.0,68.0,0.14
Graduate,Computer Science,2025-05-06,20.01,6.0,Writing,3.0,Idea Drafted,True,3.6,Tuesday,False,0.3,0.06,25.0,28.0,0.19
Undergraduate,Engineering,16 Feb 2025,14.65,5.0,  Homework Help  ,4.0,,True,4.3,  Sunday  ,True,0.34,0.05,19.0,28.0,
undergraduate,,2024-11-01,24.04,9.0,Coding,3.0,Assignment Completed,True,3.1,Friday,False,,0.09,22.0,10.0,0.04
graduate,Math,2025-05-09,5.93,,Studying,3.0,Assignment Completed,True,5.0,Friday,False,0.34,0.02,22.0,54.0,
High School,nan,2025-05-09,3.06,1.0,Writing,3.0,Assignment Completed,False,,Friday,False,0.33,0.01,,58.0,0.41
Undergraduate,Psychology,2025/05/21,24.18,11.0,homework help,4.0,Assignment Completed,True,4.9,Wednesday,False,0.45,0.11,22.0,44.0,0.12
Graduate,Business,2024-07-03,42.46,12.0,  Studying  ,2.0,ASSIGNMENT COMPLETED,,1.3,Wednesday,False,0.28,0.12,27.0,16.0,0.32
Undergraduate,History,12-07-2024,,1.0,Writing,5.0,Confused,False,3.5,Friday,False,0.22,0.01,23.0,81.0,0.11
High School,Computer Science,2024-07-19,23.7,10.0,Writing,4.0,IDEA DRAFTED,True,3.6,,False,0.42,0.1,17.0,100.0,0.3
Undergraduate,  history  ,2024-11-16,39.16,8.0,Studying,4.0,gave up,TRUE,4.7,Saturday,True,0.2,0.08,22.0,92.0,0.08
Graduate,Psychology,14 Jan 2025,27.39,6.0,Research,3.0,Idea Drafted,True,4.5,TUESDAY,False,0.22,0.06,26.0,59.0,0.03
Undergraduate,,2024-07-15,18.14,6.0,Writing,3.0,confused,False,3.9,Monday,False,0.33,0.06,19.0,60.0,0.13
undergraduate,,  nan  ,11.74,2.0,Research,5.0,gave up,FALSE,4.4,Sunday,true,0.17,0.02,20.0,100.0,0.29
High School,Engineering,2025-03-02,13.33,2.0,WRITING,3.0,Idea Drafted,True,2.4,Sunday,True,0.15,0.02,15.0,47.0,0.04
  Undergraduate  ,,2024-10-10,8.21,1.0,coding,3.0,Assignment Completed,,5.0,Thursday,False,0.12,0.01,20.0,99.0,0.47
Undergraduate,ENGINEERING,2024-07-25,4.71,1.0,coding,4.0,Confused,TRUE,5.0,Thursday,FALSE,0.21,0.01,22.0,60.0,0.27
Undergraduate,,2024-10-15,16.76,4.0,Coding,4.0,Assignment Completed,False,3.5,Tuesday,False,0.24,0.04,21.0,69.0,0.45
Undergraduate,History,2025-02-23,27.55,11.0,Homework Help,4.0,,True,4.9,Sunday,True,0.4,0.11,23.0,66.0,0.31
Undergraduate,Math,2025-02-14,30.7,9.0,Writing,4.0,Assignment Completed,  False  ,4.1,Friday,false,0.29,0.09,19.0,49.0,0.31
  Graduate  ,Psychology,22 Jul 2024,30.31,10.0,Brainstorming,4.0,Assignment Completed,,5.0,Monday,False,0.33,0.1,24.0,25.0,0.42
Graduate,Math,23 May 2025,35.95,8.0,Writing,4.0,,  true  ,4.1,Friday,,0.22,,33.0,26.0,0.48
Undergraduate,,2025-04-06,26.25,9.0,HOMEWORK HELP,5.0,Confused,False,5.0,sunday,  True  ,0.34,0.09,20.0,80.0,0.04
Undergraduate,Math,2024-10-26,1.5,1.0,Writing,3.0,idea drafted,True,2.9,saturday,True,0.67,0.01,20.0,2.0,0.3
Undergraduate,COMPUTER SCIENCE,15 Jul 2024,27.38,5.0,Homework Help,4.0,Assignment Completed,True,,NAN,False,0.18,0.05,23.0,,0.17
Graduate,,2024-12-16,25.27,10.0,Writing,5.0,,True,4.0,MONDAY,False,0.4,0.1,24.0,3.0,0.0
Undergraduate,Math,11/29/2024,3.02,1.0,Coding,5.0,Assignment Completed,True,5.0,FRIDAY,False,0.33,0.01,23.0,92.0,0.32
Undergraduate,Biology,2025-04-20,44.81,16.0,CODING,4.0,Assignment Completed,True,3.6,Sunday,TRUE,0.36,0.16,20.0,23.0,0.08
High School,engineering,08/31/2024,10.63,3.0,Writing,5.0,idea drafted,  True  ,,Saturday,nan,0.28,0.03,,45.0,0.24
UNDERGRADUATE,Engineering,2025-05-25,,2.0,Homework Help,4.0,Confused,False,3.3,sunday,True,0.25,0.02,18.0,76.0,0.04
Undergraduate,Business,2025-02-23,25.64,6.0,Research,,Idea Drafted,True,1.0,SUNDAY,True,0.23,0.06,21.0,10.0,0.28
high school,Biology,2025-01-12,15.22,3.0,Writing,3.0,assignment completed,True,4.7,Sunday,,0.2,0.03,,75.0,0.4
HIGH SCHOOL,COMPUTER SCIENCE,08 Sep 2024,21.49,6.0,WRITING,4.0,Idea Drafted,True,3.8,Sunday,True,0.28,0.06,16.0,88.0,0.02
undergraduate,Psychology,28-05-2025,,4.0,Writing,5.0,Assignment Completed,True,5.0,Wednesday,False,0.23,0.04,19.0,45.0,0.45
High School,Math,2025-02-05,14.45,6.0,Writing,5.0,ASSIGNMENT COMPLETED,True,5.0,Wednesday,  False  ,0.42,0.06,,28.0,0.03
undergraduate,biology,2024-12-13,991.9203150461703,4.0,Homework Help,3.0,Idea Drafted,True,4.4,Friday,False,0.17,0.04,18.0,86.0,0.18
Undergraduate,Engineering,2025-02-28,32.18,13.0,Writing,4.0,NAN,False,5.0,friday,False,0.4,0.13,23.0,,0.15
High School,Computer Science,2024-11-30,55.33,11.0,STUDYING,3.0,Confused,TRUE,3.9,Saturday,,0.2,0.11,16.0,86.0,0.29
undergraduate,History,2025-02-22,51.11,21.0,Writing,5.0,Idea Drafted,True,4.5,Saturday,True,0.41,0.21,20.0,32.0,0.3
Undergraduate,math,2024-08-18,25.28,,Writing,3.0,Idea Drafted,,2.2,Sunday,True,0.28,0.07,21.0,25.0,0.11
Undergraduate,  Computer Science  ,2024-07-13,50.67,24.0,Brainstorming,4.0,Gave Up,false,2.7,Saturday,True,0.47,0.24,22.0,47.0,0.18
Undergraduate,,2025-04-03,5.18,1.0,Homework Help,2.0,Gave Up,TRUE,1.0,thursday,False,0.19,0.01,23.0,50.0,0.48
  high school  ,Business,14 Nov 2024,,5.0,WRITING,4.0,ASSIGNMENT COMPLETED,True,3.8,Thursday,False,0.25,0.05,17.0,21.0,0.27
Undergraduate,  Engineering  ,2024-09-17,11.0,4.0,homework help,2.0,Confused,,1.9,Tuesday,False,0.36,0.04,18.0,62.0,0.4
Graduate,math,  2025-02-26  ,40.35,8.0,Coding,,Assignment Completed,True,3.3,wednesday,False,0.2,0.08,26.0,,
Undergraduate,,2024-10-10,16.05,3.0,Writing,3.0,Assignment Completed,False,,Thursday,False,0.19,0.03,21.0,58.0,0.44
Graduate,Engineering,2024-10-06,8.07,3.0,Coding,5.0,Assignment Completed,False,,Sunday,,0.37,0.03,31.0,28.0,0.11
High School,  Biology  ,2024-06-30,57.24,13.0,Writing,2.0,Idea Drafted,False,2.3,  Sunday  ,True,0.23,0.13,18.0,86.0,0.02
HIGH SCHOOL,  BIOLOGY  ,2025-06-06,13.5,3.0,Writing,2.0,Assignment Completed,True,3.4,Friday,false,0.22,0.03,17.0,15.0,0.28
High School,History,2025-01-02,9.22,4.0,CODING,3.0,Assignment Completed,False,2.9,thursday,False,0.43,0.04,16.0,32.0,0.39
Undergraduate,History,2024-12-12,19.23,7.0,Coding,3.0,IDEA DRAFTED,True,,Thursday,False,0.36,0.07,23.0,35.0,0.17
High School,Computer Science,2024-12-12,7.58,2.0,Studying,3.0,Assignment Completed,True,3.9,Thursday,false,0.26,,18.0,17.0,0.48
Graduate,Psychology,  2025-02-11  ,38.82,15.0,Coding,3.0,Assignment Completed,True,4.2,Tuesday,False,,0.15,24.0,12.0,0.0
Graduate,engineering,2024-10-11,6.48,1.0,Writing,2.0,Assignment Completed,False,,Friday,False,0.15,0.01,28.0,70.0,0.19
High School,Computer Science,2024/11/22,28.63,7.0,writing,5.0,Idea Drafted,TRUE,5.0,FRIDAY,,0.24,0.07,14.0,8.0,0.1
High School,,2024-08-26,6.0,2.0,Brainstorming,4.0,idea drafted,True,4.4,Monday,False,0.33,0.02,16.0,44.0,0.36
Undergraduate,Math,07/16/2024,2.27,1.0,Studying,5.0,Gave Up,  false  ,5.0,Tuesday,False,0.44,0.01,22.0,98.0,0.22
Graduate,Computer Science,,7.38,1.0,Studying,3.0,Assignment Completed,True,3.3,Friday,  nan  ,0.14,0.01,27.0,97.0,0.41
Graduate,  Business  ,2024-12-15,,5.0,Writing,,Assignment Completed,  True  ,2.4,Sunday,True,0.27,0.05,22.0,49.0,0.02
Undergraduate,biology,02 Jun 2025,3.47,1.0,Writing,3.0,NAN,True,3.5,monday,False,0.29,,22.0,86.0,0.18
high school,Biology,2024-08-17,17.08,6.0,Writing,2.0,Assignment Completed,false,1.8,Saturday,True,0.35,0.06,14.0,29.0,0.31
High School,History,2025-04-01,28.19,6.0,Brainstorming,3.0,Idea Drafted,True,,tuesday,False,0.21,0.06,17.0,47.0,0.4
  Graduate  ,Psychology,2024-11-27,7.75,2.0,coding,4.0,Assignment Completed,True,3.4,Wednesday,False,0.26,0.02,23.0,,0.1
undergraduate,Math,2025-04-16,14.43,4.0,Writing,5.0,Confused,False,,,,0.28,0.04,23.0,80.0,0.12
Undergraduate,,,,5.0,CODING,3.0,,TRUE,3.9,Sunday,TRUE,0.44,0.05,21.0,96.0,0.16
Undergraduate,Engineering,2024-11-30,5.33,,Writing,4.0,Assignment Completed,TRUE,4.7,Saturday,True,0.38,0.02,20.0,3.0,0.3
Undergraduate,,  2025-03-11  ,33.86,14.0,WRITING,3.0,assignment completed,True,2.8,Tuesday,False,0.41,0.14,18.0,59.0,0.1
Undergraduate,computer science,,40.5,8.0,Writing,3.0,Idea Drafted,False,,tuesday,False,0.2,0.08,20.0,97.0,0.19
Undergraduate,Psychology,2025-02-10,7.78,3.0,  writing  ,5.0,Assignment Completed,True,4.2,MONDAY,,0.39,0.03,22.0,84.0,0.49
Undergraduate,Biology,2024-08-16,2.18,1.0,Homework Help,5.0,Confused,False,4.9,Friday,false,0.46,0.01,21.0,16.0,0.4
Undergraduate,Psychology,2024-11-04,13.73,3.0,homework help,5.0,Idea Drafted,True,4.1,Monday,False,0.22,0.03,,,0.4
  High School  ,MATH,2024-07-01,17.38,,  Writing  ,3.0,Idea Drafted,TRUE,2.3,Monday,False,0.17,0.03,18.0,60.0,0.25
Graduate,Computer Science,2025/01/25,36.77,8.0,Studying,2.0,assignment completed,True,1.0,Saturday,True,0.22,0.08,32.0,98.0,0.41
,Business,30-04-2025,5.02,1.0,  Studying  ,3.0,Idea Drafted,TRUE,3.3,WEDNESDAY,false,0.2,0.01,20.0,17.0,0.06
UNDERGRADUATE,Business,29-07-2024,30.29,12.0,Writing,,Assignment Completed,False,,Monday,False,0.4,0.12,21.0,76.0,0.43
Graduate,Math,2025-04-09,3.81,1.0,Studying,4.0,Confused,False,4.6,WEDNESDAY,false,0.26,0.01,22.0,46.0,0.16
undergraduate,,2025-05-28,30.73,,Studying,2.0,ASSIGNMENT COMPLETED,false,1.5,Wednesday,False,,0.13,20.0,36.0,0.24
,History,2025-01-01,48.9,14.0,Writing,5.0,Idea Drafted,True,5.0,wednesday,False,0.29,0.14,20.0,100.0,0.34
undergraduate,Computer Science,2025-04-01,54.85,12.0,Homework Help,5.0,ASSIGNMENT COMPLETED,True,4.2,TUESDAY,False,0.22,0.12,20.0,76.0,0.24
Undergraduate,Biology,  2025-02-21  ,18.2,4.0,Homework Help,4.0,Gave Up,False,2.6,Friday,  False  ,0.22,0.04,22.0,38.0,0.26
graduate,History,  2025-05-10  ,1.57,1.0,Writing,3.0,Assignment Completed,TRUE,2.6,Saturday,True,0.64,0.01,28.0,42.0,0.19
undergraduate,Math,12/25/2024,21.34,6.0,Studying,1.0,Assignment Completed,True,,Wednesday,False,0.28,0.06,23.0,6.0,0.15
High School,Biology,06/17/2025,21.32,7.0,Studying,4.0,Assignment Completed,True,,Tuesday,False,0.33,0.07,18.0,81.0,0.48
High School,HISTORY,,1.43,1.0,Writing,4.0,Idea Drafted,True,5.0,wednesday,False,0.7,0.01,16.0,93.0,0.12
GRADUATE,Biology,17 Jun 2025,9.66,1.0,Homework Help,5.0,Assignment Completed,True,4.8,TUESDAY,False,0.1,0.01,28.0,76.0,0.45
graduate,Business,2024-07-12,19.5,9.0,Studying,2.0,Assignment Completed,True,2.6,FRIDAY,False,0.46,0.09,,58.0,0.17
Undergraduate,  Computer Science  ,2024-08-25,53.78,13.0,Brainstorming,4.0,Idea Drafted,TRUE,4.2,Sunday,TRUE,0.24,0.13,20.0,81.0,0.16
Undergraduate,Biology,2025-01-29,28.86,7.0,Coding,5.0,Confused,true,4.9,  Wednesday  ,False,0.24,0.07,19.0,3.0,0.39
High School,Computer Science,2025-03-22,44.54,12.0,Coding,3.0,Idea Drafted,,1.8,Saturday,True,0.27,,17.0,83.0,0.4
Graduate,History,21 Jun 2025,33.14,12.0,WRITING,3.0,Assignment Completed,True,2.4,Saturday,True,0.36,0.12,32.0,51.0,0.23
  High School  ,  History  ,2025-02-12,27.85,7.0,Writing,4.0,Idea Drafted,  TRUE  ,3.9,Wednesday,False,0.25,0.07,14.0,35.0,0.43
Graduate,Biology,2024-07-19,,6.0,Homework Help,3.0,gave up,False,2.8,NAN,False,0.2,0.06,,38.0,0.03
Graduate,Engineering,04/18/2025,6.76,1.0,Coding,4.0,Assignment Completed,TRUE,4.4,friday,FALSE,0.15,0.01,32.0,58.0,0.07
Undergraduate,Math,  2025-04-22  ,0.75,1.0,Writing,4.0,  Assignment Completed  ,False,,tuesday,False,1.33,0.01,18.0,15.0,0.17
undergraduate,Business,04-10-2024,13.85,3.0,Homework Help,4.0,idea drafted,True,5.0,Friday,False,0.22,0.03,21.0,58.0,0.19
High School,Biology,07/02/2024,3.24,1.0,Studying,,Assignment Completed,true,,TUESDAY,False,0.31,0.01,16.0,26.0,0.41
  Undergraduate  ,Computer Science,2024-11-25,16.23,5.0,Studying,3.0,Assignment Completed,NAN,3.8,Monday,FALSE,0.31,0.05,19.0,91.0,0.3
Graduate,Biology,2025-06-22,,3.0,WRITING,3.0,assignment completed,True,4.0,Sunday,True,0.23,0.03,32.0,99.0,0.29
Undergraduate,Math,2025-01-13,20.14,8.0,Writing,3.0,Assignment Completed,True,3.0,  Monday  ,False,0.4,0.08,22.0,28.0,0.42
undergraduate,,2025-03-13,,2.0,Homework Help,1.0,assignment completed,True,1.0,Thursday,False,0.22,0.02,22.0,47.0,0.19
Graduate,Computer Science,2025-01-17,40.03,10.0,Coding,3.0,Gave Up,False,2.5,  Friday  ,,0.25,0.1,32.0,98.0,0.41
undergraduate,History,2024-10-04,32.1,15.0,CODING,2.0,Assignment Completed,,2.2,Friday,False,0.47,0.15,18.0,85.0,0.49
undergraduate,Biology,2024-07-20,14.87,3.0,writing,4.0,Idea Drafted,FALSE,,Saturday,True,0.2,0.03,19.0,100.0,0.11
Graduate,COMPUTER SCIENCE,2024-09-07,24.25,5.0,CODING,3.0,Assignment Completed,True,2.3,Saturday,true,0.21,0.05,26.0,4.0,0.37
undergraduate,computer science,09-09-2024,22.69,7.0,homework help,,Assignment Completed,  True  ,3.7,Monday,False,0.31,0.07,23.0,69.0,0.32
Graduate,Math,10 Sep 2024,,1.0,STUDYING,2.0,Confused,False,2.4,Tuesday,FALSE,0.26,0.01,,21.0,0.37
  Graduate  ,Computer Science,2024-12-17,27.48,10.0,Writing,5.0,Idea Drafted,False,4.6,,False,0.36,0.1,29.0,78.0,0.25
High School,,2024-09-22,16.56,3.0,Coding,4.0,Assignment Completed,True,4.4,Sunday,True,0.18,0.03,14.0,58.0,0.31
HIGH SCHOOL,Psychology,2024-07-28,18.66,5.0,writing,2.0,Idea Drafted,True,3.6,Sunday,True,0.27,0.05,18.0,18.0,0.19
Undergraduate,Business,22-06-2025,35.22,7.0,Studying,4.0,Assignment Completed,False,,,  true  ,0.2,0.07,22.0,4.0,0.03
Undergraduate,  nan  ,  2024-08-14  ,,7.0,Writing,2.0,assignment completed,True,1.4,,FALSE,0.33,0.07,22.0,94.0,0.25
High School,computer science,2025-06-20,,4.0,  Coding  ,2.0,  Assignment Completed  ,True,1.3,Friday,false,0.27,0.04,16.0,,0.16
High School,Biology,2024-10-24,9.77,,Coding,2.0,Assignment Completed,False,3.1,Thursday,,0.2,0.02,14.0,37.0,0.19
Undergraduate,Psychology,2024-11-09,19.24,8.0,Writing,4.0,Idea Drafted,True,2.2,Saturday,True,0.42,0.08,21.0,,0.1
High School,NAN,2025-03-28,,2.0,Writing,3.0,Assignment Completed,True,3.9,Friday,False,0.21,0.02,14.0,14.0,0.18
High School,,2025-06-20,14.07,4.0,Brainstorming,4.0,Idea Drafted,True,,Friday,False,0.28,0.04,,4.0,0.33
  undergraduate  ,Engineering,2024/08/29,10.0,4.0,CODING,4.0,assignment completed,True,3.9,Thursday,False,0.4,0.04,20.0,73.0,0.06
UNDERGRADUATE,Math,10-09-2024,29.85,8.0,Writing,2.0,Idea Drafted,true,1.6,Tuesday,False,0.27,0.08,18.0,80.0,0.02
Undergraduate,Computer Science,2024-11-04,21.79,10.0,Writing,3.0,Assignment Completed,false,2.0,MONDAY,False,0.46,0.1,22.0,6.0,0.18
Undergraduate,Math,06/14/2025,26.33,5.0,STUDYING,2.0,,True,3.2,Saturday,True,0.19,0.05,21.0,67.0,0.36
Undergraduate,Engineering,2024-11-26,17.23,7.0,Writing,4.0,Idea Drafted,true,4.8,Tuesday,false,0.41,0.07,18.0,,0.34
High School,history,2024-08-05,40.78,15.0,Writing,3.0,Gave Up,false,1.4,Monday,False,0.37,0.15,15.0,28.0,0.06
Undergraduate,Psychology,2024-12-22,13.43,6.0,,2.0,Assignment Completed,True,1.9,Sunday,True,0.45,0.06,22.0,65.0,0.37
Undergraduate,Biology,2025-01-21,23.41,6.0,Coding,2.0,Idea Drafted,True,,  tuesday  ,False,0.26,0.06,19.0,84.0,0.41
Undergraduate,Engineering,2025-06-19,76.29,25.0,HOMEWORK HELP,5.0,idea drafted,True,4.7,Thursday,False,0.33,0.25,18.0,28.0,0.43
High School,Business,24 Jul 2024,15.67,,Writing,4.0,Confused,FALSE,3.5,WEDNESDAY,False,0.19,0.03,15.0,32.0,0.48
Undergraduate,,12/21/2024,54.58,19.0,Homework Help,4.0,Gave Up,False,3.7,SATURDAY,  true  ,0.35,0.19,21.0,65.0,0.06
UNDERGRADUATE,Psychology,2024-06-28,17.73,4.0,Studying,2.0,ASSIGNMENT COMPLETED,False,1.4,Friday,False,0.23,0.04,21.0,51.0,0.13
undergraduate,Math,2024-09-11,17.05,7.0,writing,3.0,ASSIGNMENT COMPLETED,True,3.6,Wednesday,False,0.41,0.07,23.0,15.0,0.19
Undergraduate,Computer Science,2025-05-19,8.68,3.0,Coding,,Assignment Completed,True,4.4,Monday,  False  ,0.35,0.03,21.0,1.0,0.01
,  nan  ,,18.16,3.0,Writing,5.0,Assignment Completed,  True  ,5.0,Sunday,True,0.17,0.03,21.0,,0.41
Undergraduate,,2025-06-11,17.83,3.0,Coding,3.0,confused,True,3.2,WEDNESDAY,False,0.17,0.03,22.0,24.0,0.16
Undergraduate,Biology,2024-08-26,,6.0,,4.0,Confused,True,4.5,Monday,False,0.36,0.06,18.0,7.0,0.18
undergraduate,Psychology,2025-03-14,25.8,11.0,Brainstorming,4.0,Assignment Completed,True,4.1,Friday,false,0.43,0.11,18.0,76.0,0.23
High School,History,02-08-2024,16.96,4.0,Writing,2.0,Idea Drafted,true,2.1,Friday,False,0.24,0.04,16.0,,0.29
graduate,,2024-07-24,36.64,16.0,Homework Help,4.0,  Confused  ,True,5.0,Wednesday,False,0.44,0.16,34.0,95.0,0.1
Undergraduate,Computer Science,2025-02-13,24.8,5.0,Brainstorming,3.0,Idea Drafted,true,4.1,Thursday,False,0.2,0.05,19.0,81.0,0.15
Graduate,Computer Science,2024-08-26,12.36,3.0,  Homework Help  ,4.0,Assignment Completed,False,4.1,Monday,,0.24,0.03,33.0,,0.32
,Business,  2024-06-24  ,14.58,3.0,STUDYING,4.0,Assignment Completed,True,,Monday,False,0.21,0.03,23.0,42.0,0.48
